ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon
Zar007,Zaragoza,Banlik,Tag-ulan,2020,2020-05-20,2020-09-08,NSIC Rc216,2.35,75.0,64.0,60,3826.32,16.05,61412.42,111,317.52,26.3,8.8,Wala,Wala
Zar008,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-06-23,2020-10-11,NSIC Rc222,2.72,68.0,64.0,60,3828.72,16.05,61450.92,110,305.12,27.0,9.2,Wala,Wala
Zar009,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-05-03,2020-08-11,PSB Rc82,3.51,94.0,87.0,60,5208.12,16.05,83590.36,100,210.94,23.5,7.9,Wala,Wala
Zar010,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-06-13,2020-09-22,NSIC Rc402,2.06,99.0,94.0,60,5641.93,16.05,90553.01,101,311.33,26.9,8.0,Wala,Wala
Zar011,Zaragoza,Burak,Tag-ulan,2020,2020-05-05,2020-08-19,NSIC Rc222,3.34,93.0,68.0,60,4056.77,16.05,65111.1,106,272.35,29.4,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar012,Zaragoza,Burak,Tag-ulan,2020,2020-06-18,2020-10-05,PSB Rc82,1.05,79.0,67.0,60,4038.8,16.05,64822.69,109,358.67,27.5,8.2,Wala,Wala
Zar013,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-17,2020-08-30,PSB Rc82,3.28,89.0,76.0,60,4575.84,16.05,73442.2,105,282.97,29.0,8.8,Wala,Wala
Zar014,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-06-11,2020-10-02,NSIC Rc402,2.69,72.0,59.0,60,3565.84,16.05,57231.76,113,232.15,28.4,9.3,Wala,Wala
Zar015,Zaragoza,Burak,Tag-ulan,2020,2020-06-11,2020-10-06,NSIC Rc216,4.3,78.0,64.0,60,3850.53,16.05,61801.04,117,327.59,29.4,8.1,Wala,Wala
Zar016,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-03,2020-08-16,NSIC Rc216,4.93,84.0,78.0,60,4676.34,16.05,75055.19,105,203.16,26.5,9.1,Wala,Wala
Zar017,Zaragoza,Banlik,Tag-ulan,2020,2020-06-03,2020-09-18,PSB Rc82,3.15,85.0,67.0,60,4038.53,16.05,64818.36,107,256.09,28.2,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar018,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-05-19,2020-09-07,PSB Rc82,0.92,84.0,71.0,60,4272.04,16.05,68566.17,111,324.04,31.0,8.2,Wala,Wala
Zar019,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-05-25,2020-09-17,NSIC Rc222,3.77,95.0,72.0,60,4337.68,16.05,69619.71,115,275.25,27.0,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar020,Zaragoza,Burak,Tag-ulan,2020,2020-06-24,2020-10-08,PSB Rc82,2.48,94.0,73.0,60,4392.4,16.05,70497.97,106,357.48,28.6,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar021,Zaragoza,Burak,Tag-ulan,2020,2020-06-18,2020-09-27,NSIC Rc222,4.56,96.0,84.0,60,5030.47,16.05,80739.06,101,363.38,28.6,7.7,Wala,Wala
Zar022,Zaragoza,Banlik,Tag-ulan,2020,2020-06-21,2020-10-17,PSB Rc82,3.47,72.0,66.0,60,3936.59,16.05,63182.23,118,242.14,25.3,9.0,Wala,Wala
Zar023,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-06-28,2020-10-23,NSIC Rc222,3.49,74.0,64.0,60,3860.63,16.05,61963.04,117,222.42,29.3,8.9,Wala,Wala
Zar024,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-05-15,2020-09-09,NSIC Rc222,3.91,72.0,61.0,60,3645.78,16.05,58514.83,117,359.43,31.7,7.6,Wala,Wala
Zar025,Zaragoza,Burak,Tag-ulan,2020,2020-05-19,2020-09-07,PSB Rc82,3.68,87.0,67.0,60,4023.04,16.05,64569.77,111,342.16,30.3,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar026,Zaragoza,Burak,Tag-ulan,2020,2020-05-07,2020-08-18,NSIC Rc402,2.03,85.0,72.0,60,4294.57,16.05,68927.88,103,271.0,25.7,8.2,Wala,Wala
Zar027,Zaragoza,Banlik,Tag-ulan,2020,2020-06-22,2020-10-17,NSIC Rc222,0.69,67.0,50.0,60,2997.94,16.05,48116.86,117,342.5,28.8,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar028,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-20,2020-08-31,NSIC Rc402,4.98,70.0,69.0,60,4121.68,16.05,66153.02,103,305.37,28.8,8.1,Wala,Wala
Zar029,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-05-01,2020-08-25,NSIC Rc402,3.66,88.0,86.0,60,5172.42,16.05,83017.3,116,316.16,30.6,8.1,Wala,Wala
Zar030,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-06-04,2020-09-20,NSIC Rc216,2.2,74.0,62.0,60,3729.21,16.05,59853.79,108,364.75,29.1,8.2,Wala,Wala
Zar031,Zaragoza,Burak,Tag-ulan,2020,2020-05-19,2020-09-14,NSIC Rc402,1.91,70.0,62.0,60,3741.14,16.05,60045.22,118,342.29,29.0,8.4,Wala,Wala
Zar032,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-06-04,2020-09-21,NSIC Rc216,4.65,80.0,71.0,60,4258.73,16.05,68352.67,109,276.94,29.5,9.0,Wala,Wala
Zar033,Zaragoza,Banlik,Tag-ulan,2020,2020-06-13,2020-09-24,NSIC Rc402,1.5,75.0,57.0,60,3415.68,16.05,54821.69,103,230.28,30.1,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar034,Zaragoza,Burak,Tag-ulan,2020,2020-06-24,2020-10-02,NSIC Rc216,2.23,86.0,72.0,60,4292.08,16.05,68887.91,100,240.27,28.6,8.1,Wala,Wala
Zar035,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-06-08,2020-09-27,PSB Rc82,0.82,84.0,70.0,60,4193.49,16.05,67305.53,111,257.74,29.1,9.3,Wala,Wala
Zar036,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-17,2020-08-28,NSIC Rc216,4.01,88.0,80.0,60,4787.13,16.05,76833.4,103,298.3,24.8,7.8,Wala,Wala
Zar037,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-05-15,2020-09-02,NSIC Rc216,1.65,73.0,64.0,60,3856.35,16.05,61894.46,110,321.03,26.8,8.9,Wala,Wala
Zar038,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-06-25,2020-10-15,NSIC Rc216,4.02,73.0,58.0,60,3484.08,16.05,55919.46,112,344.06,28.0,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar039,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-05-25,2020-09-03,NSIC Rc216,0.75,81.0,66.0,60,3967.28,16.05,63674.89,101,319.77,26.1,7.5,Wala,Wala
Zar040,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-06-02,2020-09-18,NSIC Rc222,1.99,80.0,70.0,60,4178.42,16.05,67063.67,108,270.53,27.1,8.9,Wala,Wala
Zar041,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-24,2020-09-08,NSIC Rc222,1.62,70.0,54.0,60,3239.62,16.05,51995.96,107,342.84,31.4,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar042,Zaragoza,Banlik,Tag-ulan,2020,2020-05-21,2020-09-11,NSIC Rc222,4.61,89.0,76.0,60,4550.79,16.05,73040.18,113,259.74,30.2,8.8,Wala,Wala
Zar043,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-06-28,2020-10-15,NSIC Rc222,2.29,67.0,53.0,60,3173.06,16.05,50927.53,109,191.52,25.6,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar044,Zaragoza,Banlik,Tag-ulan,2020,2020-05-27,2020-09-08,PSB Rc82,0.94,73.0,66.0,60,3931.87,16.05,63106.46,104,252.06,25.3,8.4,Wala,Wala
Zar045,Zaragoza,Banlik,Tag-ulan,2020,2020-05-07,2020-08-19,NSIC Rc222,4.58,85.0,70.0,60,4192.18,16.05,67284.52,104,220.82,28.8,8.1,Wala,Wala
Zar046,Zaragoza,Banlik,Tag-ulan,2020,2020-06-07,2020-10-02,NSIC Rc216,4.2,95.0,76.0,60,4553.29,16.05,73080.25,117,289.3,28.8,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar047,Zaragoza,Banlik,Tag-ulan,2020,2020-06-28,2020-10-23,NSIC Rc402,1.26,94.0,80.0,60,4795.61,16.05,76969.58,117,334.52,28.5,8.2,Wala,Wala
Zar048,Zaragoza,Burak,Tag-ulan,2020,2020-05-10,2020-08-30,NSIC Rc216,4.2,99.0,79.0,60,4765.72,16.05,76489.84,112,332.89,27.9,8.6,Wala,Wala
Zar049,Zaragoza,Banlik,Tag-ulan,2020,2020-05-03,2020-08-31,PSB Rc82,4.92,77.0,63.0,60,3800.56,16.05,60999.07,120,240.65,30.1,8.1,Wala,Wala
Zar050,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-05-26,2020-09-18,NSIC Rc402,0.59,68.0,51.0,60,3083.46,16.05,49489.49,115,270.54,26.1,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar051,Zaragoza,Burak,Tag-ulan,2020,2020-06-22,2020-10-01,NSIC Rc216,2.29,99.0,85.0,60,5120.13,16.05,82178.11,101,291.1,26.2,8.2,Wala,Wala
Zar052,Zaragoza,Banlik,Tag-ulan,2020,2020-06-28,2020-10-09,NSIC Rc222,1.7,91.0,76.0,60,4530.31,16.05,72711.45,103,279.13,28.7,8.1,Wala,Wala
Zar053,Zaragoza,Mabuhanging Burak,Tag-ulan,2020,2020-06-12,2020-10-01,PSB Rc82,2.56,69.0,62.0,60,3742.48,16.05,60066.82,111,317.42,26.2,9.0,Wala,Wala
Zar054,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-06-27,2020-10-10,PSB Rc82,4.97,94.0,66.0,60,3975.64,16.05,63809.06,105,275.61,30.1,7.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar055,Zaragoza,Burak,Tag-ulan,2020,2020-05-25,2020-09-17,NSIC Rc222,4.55,77.0,72.0,60,4313.98,16.05,69239.31,115,324.82,32.2,8.5,Wala,Wala
Zar056,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-05-21,2020-09-13,NSIC Rc222,0.82,95.0,73.0,60,4408.42,16.05,70755.17,115,359.01,30.3,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar057,Zaragoza,Buhanging Lupa,Tag-ulan,2020,2020-05-12,2020-09-06,PSB Rc82,2.04,70.0,62.0,60,3747.89,16.05,60153.67,117,230.61,29.5,9.0,Wala,Wala
Zar058,Zaragoza,Burak,Tag-ulan,2020,2020-06-27,2020-10-14,NSIC Rc402,3.5,69.0,58.0,60,3470.2,16.05,55696.63,109,297.34,26.9,8.8,Wala,Wala
Zar059,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-28,2020-09-13,NSIC Rc222,2.07,68.0,64.0,60,3853.37,16.05,61846.51,108,308.4,29.9,8.6,Wala,Wala
Zar060,Zaragoza,Banlik,Tag-ulan,2020,2020-05-27,2020-09-05,NSIC Rc216,1.34,81.0,62.0,60,3723.54,16.05,59762.79,101,325.04,26.2,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar061,Zaragoza,Malagkit na Lupa,Tag-ulan,2020,2020-05-23,2020-09-02,NSIC Rc222,3.82,72.0,59.0,60,3564.0,16.05,57202.28,102,337.12,26.7,7.5,Wala,Wala
Zar062,Zaragoza,Banlik,Tag-ulan,2020,2020-06-20,2020-09-30,NSIC Rc402,3.88,74.0,52.0,60,3116.36,16.05,50017.59,102,310.83,27.4,7.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar063,Zaragoza,Banlik,Tag-ulan,2020,2020-06-21,2020-10-03,NSIC Rc222,3.59,94.0,72.0,60,4312.23,16.05,69211.28,104,289.06,29.5,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Zar064,Zaragoza,Burak,Tag-ulan,2020,2020-05-02,2020-08-10,NSIC Rc402,4.16,75.0,66.0,60,3933.15,16.05,63126.98,100,247.99,31.9,7.7,Wala,Wala
Cab000,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-18,2020-05-06,NSIC Rc354,2.87,84.0,69.0,60,4157.35,17.32,72005.3,109,8.95,30.8,6.9,Wala,Wala
Cab001,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-23,2020-05-05,NSIC Rc438,3.09,96.0,84.0,60,5025.45,17.32,87040.78,103,118.51,33.2,7.1,Wala,Wala
Cab002,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-25,2020-05-05,NSIC Rc354,3.15,71.0,60.0,60,3590.45,17.32,62186.59,101,94.98,31.9,6.4,Wala,Wala
Cab003,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-11,2020-04-25,NSIC Rc160,3.87,76.0,60.0,60,3614.19,17.32,62597.76,105,120.53,31.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab004,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-22,2020-05-14,NSIC Rc438,0.7,94.0,78.0,60,4706.68,17.32,81519.77,113,169.66,33.7,8.1,Wala,Wala
Cab005,Cabanatuan,Banlik,Tag-araw,2020,2020-01-13,2020-05-06,NSIC Rc160,4.95,85.0,70.0,60,4186.47,17.32,72509.68,114,143.64,30.1,8.1,Wala,Wala
Cab006,Cabanatuan,Burak,Tag-araw,2020,2019-12-23,2020-04-08,NSIC Rc354,3.25,69.0,63.0,60,3797.49,17.32,65772.46,107,96.03,31.4,7.3,Wala,Wala
Cab007,Cabanatuan,Burak,Tag-araw,2020,2019-12-10,2020-04-07,NSIC Rc354,2.57,83.0,69.0,60,4132.2,17.32,71569.64,119,49.72,32.7,6.9,Wala,Wala
Cab008,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-19,2020-04-15,NSIC Rc160,3.82,99.0,82.0,60,4915.21,17.32,85131.42,118,73.12,33.3,6.9,Wala,Wala
Cab009,Cabanatuan,Banlik,Tag-araw,2020,2019-12-13,2020-04-04,NSIC Rc160,1.48,74.0,59.0,60,3529.72,17.32,61134.69,113,46.49,35.4,6.8,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab010,Cabanatuan,Burak,Tag-araw,2020,2019-12-13,2020-03-24,NSIC Rc438,0.98,76.0,64.0,60,3834.72,17.32,66417.32,102,55.18,32.4,6.4,Wala,Wala
Cab011,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2019-12-04,2020-03-25,NSIC Rc160,1.31,89.0,70.0,60,4214.39,17.32,72993.29,112,139.59,30.9,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab012,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-06,2020-04-28,NSIC Rc238,1.26,98.0,81.0,60,4871.73,17.32,84378.29,113,142.62,29.5,8.7,Wala,Wala
Cab013,Cabanatuan,Burak,Tag-araw,2020,2020-01-09,2020-04-20,NSIC Rc438,0.73,84.0,72.0,60,4296.57,17.32,74416.62,102,172.61,32.0,7.0,Wala,Wala
Cab014,Cabanatuan,Banlik,Tag-araw,2020,2020-01-26,2020-05-23,NSIC Rc238,3.97,84.0,74.0,60,4416.71,17.32,76497.43,118,70.18,31.4,7.1,Wala,Wala
Cab015,Cabanatuan,Burak,Tag-araw,2020,2020-01-08,2020-04-20,NSIC Rc438,4.52,72.0,52.0,60,3121.8,17.32,54069.64,103,140.45,30.8,6.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab016,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2020-01-21,2020-05-14,NSIC Rc160,0.87,90.0,75.0,60,4495.75,17.32,77866.42,114,62.53,31.6,7.5,Wala,Wala
Cab017,Cabanatuan,Banlik,Tag-araw,2020,2019-12-13,2020-04-03,NSIC Rc160,2.18,81.0,51.0,60,3040.93,17.32,52668.9,112,41.15,35.6,6.1,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab018,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-16,2020-05-10,NSIC Rc238,3.57,70.0,61.0,60,3645.97,17.32,63148.21,115,71.68,33.7,7.7,Wala,Wala
Cab019,Cabanatuan,Burak,Tag-araw,2020,2020-01-26,2020-05-22,NSIC Rc160,1.57,76.0,69.0,60,4126.64,17.32,71473.37,117,110.47,30.0,7.8,Wala,Wala
Cab020,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-28,2020-04-25,NSIC Rc354,4.66,91.0,72.0,60,4306.91,17.32,74595.63,119,99.7,33.6,6.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab021,Cabanatuan,Banlik,Tag-araw,2020,2019-12-06,2020-03-24,NSIC Rc160,4.34,76.0,71.0,60,4237.84,17.32,73399.35,109,90.59,34.4,7.3,Wala,Wala
Cab022,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-19,2020-05-12,NSIC Rc354,3.36,76.0,64.0,60,3844.48,17.32,66586.37,114,151.08,33.8,8.2,Wala,Wala
Cab023,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2019-12-27,2020-04-22,NSIC Rc160,4.98,91.0,76.0,60,4568.38,17.32,79124.33,117,77.02,29.8,7.5,Wala,Wala
Cab024,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-24,2020-04-22,NSIC Rc354,3.53,85.0,69.0,60,4152.87,17.32,71927.64,120,69.32,32.4,6.8,Wala,Wala
Cab025,Cabanatuan,Banlik,Tag-araw,2020,2019-12-10,2020-03-29,NSIC Rc238,3.15,83.0,75.0,60,4496.17,17.32,77873.71,110,127.29,27.7,9.0,Wala,Wala
Cab026,Cabanatuan,Burak,Tag-araw,2020,2019-12-15,2020-03-24,NSIC Rc238,4.83,94.0,91.0,60,5434.47,17.32,94124.95,100,99.59,32.3,6.8,Wala,Wala
Cab027,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-13,2020-04-22,NSIC Rc160,1.63,91.0,68.0,60,4094.11,17.32,70909.99,100,86.12,34.6,6.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab028,Cabanatuan,Burak,Tag-araw,2020,2019-12-28,2020-04-19,NSIC Rc160,1.39,84.0,70.0,60,4202.88,17.32,72793.95,113,121.09,34.6,8.1,Wala,Wala
Cab029,Cabanatuan,Burak,Tag-araw,2020,2019-12-15,2020-04-03,NSIC Rc238,2.18,100.0,90.0,60,5391.49,17.32,93380.69,110,89.2,33.9,7.8,Wala,Wala
Cab030,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-12,2020-05-03,NSIC Rc238,4.23,92.0,81.0,60,4852.85,17.32,84051.43,112,181.75,34.6,8.3,Wala,Wala
Cab031,Cabanatuan,Banlik,Tag-araw,2020,2019-12-22,2020-04-15,NSIC Rc438,1.68,76.0,60.0,60,3609.3,17.32,62513.03,115,45.39,31.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab032,Cabanatuan,Banlik,Tag-araw,2020,2019-12-14,2020-04-11,NSIC Rc238,1.32,99.0,95.0,60,5694.0,17.32,98620.02,119,82.74,33.0,7.4,Wala,Wala
Cab033,Cabanatuan,Banlik,Tag-araw,2020,2019-12-25,2020-04-06,NSIC Rc238,4.42,82.0,76.0,60,4574.05,17.32,79222.55,103,134.32,30.3,7.3,Wala,Wala
Cab034,Cabanatuan,Burak,Tag-araw,2020,2020-01-21,2020-05-19,NSIC Rc354,3.91,82.0,76.0,60,4575.8,17.32,79252.92,119,103.39,28.0,8.5,Wala,Wala
Cab035,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-16,2020-04-27,NSIC Rc238,0.91,95.0,76.0,60,4541.28,17.32,78654.99,102,172.1,31.0,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab036,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2020-01-14,2020-05-03,NSIC Rc438,1.03,69.0,55.0,60,3319.92,17.32,57500.95,110,102.79,31.4,8.0,Wala,Wala
Cab037,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-27,2020-05-20,NSIC Rc238,3.98,75.0,55.0,60,3312.98,17.32,57380.88,114,157.3,26.3,8.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab038,Cabanatuan,Burak,Tag-araw,2020,2020-01-02,2020-04-25,NSIC Rc160,4.84,91.0,82.0,60,4919.54,17.32,85206.42,114,99.17,31.8,7.8,Wala,Wala
Cab039,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-11,2020-05-02,NSIC Rc238,2.78,91.0,64.0,60,3864.11,17.32,66926.31,112,77.32,35.5,6.4,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab040,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-22,2020-04-11,NSIC Rc238,0.6,96.0,86.0,60,5138.23,17.32,88994.19,111,55.63,33.5,7.8,Wala,Wala
Cab041,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-07,2020-04-04,NSIC Rc354,4.54,97.0,88.0,60,5308.22,17.32,91938.43,119,117.81,34.5,7.8,Wala,Wala
Cab042,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-14,2020-05-12,NSIC Rc438,4.68,71.0,66.0,60,3986.63,17.32,69048.38,119,66.64,30.5,7.3,Wala,Wala
Cab043,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2019-12-17,2020-04-13,NSIC Rc438,1.83,78.0,65.0,60,3884.35,17.32,67276.97,118,154.8,32.9,7.5,Wala,Wala
Cab044,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-11,2020-04-02,NSIC Rc238,2.24,84.0,70.0,60,4196.81,17.32,72688.83,113,22.75,30.9,7.5,Wala,Wala
Cab045,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-19,2020-04-03,NSIC Rc160,2.11,93.0,84.0,60,5047.88,17.32,87429.29,106,119.32,33.7,7.8,Wala,Wala
Cab046,Cabanatuan,Banlik,Tag-araw,2020,2020-01-15,2020-05-13,NSIC Rc438,3.8,90.0,68.0,60,4073.88,17.32,70559.67,119,66.04,26.2,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab047,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-02,2020-04-13,NSIC Rc160,3.79,86.0,71.0,60,4241.76,17.32,73467.23,102,126.16,29.6,7.5,Wala,Wala
Cab048,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-01,2020-04-26,NSIC Rc238,2.44,90.0,78.0,60,4663.18,17.32,80766.21,116,-0.87,26.3,7.7,Wala,Wala
Cab049,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-23,2020-04-19,NSIC Rc238,4.16,78.0,71.0,60,4231.32,17.32,73286.45,118,140.7,32.3,7.8,Wala,Wala
Cab050,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2020-01-18,2020-05-10,NSIC Rc438,0.96,76.0,63.0,60,3767.21,17.32,65248.16,113,88.72,34.8,7.5,Wala,Wala
Cab051,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-08,2020-04-30,NSIC Rc354,3.5,82.0,61.0,60,3677.5,17.32,63694.33,113,131.87,35.2,7.2,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab052,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2020-01-18,2020-05-13,NSIC Rc238,2.43,71.0,59.0,60,3545.74,17.32,61412.19,116,30.36,31.9,6.9,Wala,Wala
Cab053,Cabanatuan,Mabuhanging Burak,Tag-araw,2020,2020-01-22,2020-05-12,NSIC Rc160,3.55,81.0,69.0,60,4138.8,17.32,71684.06,111,19.16,31.5,7.6,Wala,Wala
Cab054,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-03,2020-03-31,NSIC Rc438,1.48,94.0,76.0,60,4545.36,17.32,78725.62,119,87.57,33.3,6.8,Wala,Wala
Cab055,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-01,2020-03-17,NSIC Rc238,4.66,83.0,69.0,60,4115.58,17.32,71281.79,107,102.28,33.2,7.5,Wala,Wala
Cab056,Cabanatuan,Buhanging Lupa,Tag-araw,2020,2019-12-09,2020-03-24,NSIC Rc438,4.18,88.0,56.0,60,3364.88,17.32,58279.68,106,135.17,36.3,6.2,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab057,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-21,2020-05-02,NSIC Rc354,4.49,93.0,81.0,60,4877.82,17.32,84483.77,102,84.24,30.1,6.5,Wala,Wala
Cab058,Cabanatuan,Burak,Tag-araw,2020,2020-01-25,2020-05-09,NSIC Rc160,3.88,81.0,67.0,60,4017.2,17.32,69577.99,105,112.3,30.4,7.5,Wala,Wala
Cab059,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2019-12-05,2020-03-24,NSIC Rc438,1.19,69.0,60.0,60,3597.76,17.32,62313.12,110,174.1,31.4,8.3,Wala,Wala
Cab060,Cabanatuan,Banlik,Tag-araw,2020,2019-12-13,2020-03-24,NSIC Rc238,4.0,92.0,81.0,60,4848.31,17.32,83972.78,102,71.72,31.1,6.5,Wala,Wala
Cab061,Cabanatuan,Banlik,Tag-araw,2020,2020-01-20,2020-05-11,NSIC Rc160,2.64,79.0,63.0,60,3753.22,17.32,65005.85,112,135.92,31.7,8.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
Cab062,Cabanatuan,Malagkit na Lupa,Tag-araw,2020,2020-01-27,2020-05-24,NSIC Rc354,3.5,97.0,66.0,60,3961.07,17.32,68605.72,118,67.92,35.3,5.7,Matinding Init; Mababang Ani,Regular na pagpapatubig; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik
