ID_Magsasaka,Bayan,Uri_ng_Lupa,Panahon,Taon,Petsa_ng_Pagtatanim,Petsa_ng_Pag_aani,Uri_ng_Palay,Sukat_ng_Bukid_Ektarya,Inaasahang_Ani_Sako,Aktwal_na_Ani_Sako,Kilos_kada_Sako,Kabuuang_Kilos,Presyo_kada_Kilo,Kabuuang_Kita,Tagal_ng_Paglago_Araw,Kabuuang_Ulan_mm,Temperatura_Celsius,Antas_ng_Tagumpay,Mga_Hamon,Mga_Rekomendasyon,Total_Inaasahang_Kilo,Aktwal_Nabentang_Kilo,Total_Inaasahang_Kita,Aktwal_Nabentang_Kita,Planting_Month,Planting_Day,Reaping_Month,Reaping_Day,Planting_Typhoon_Risk,Reaping_Typhoon_Risk,Typhoon_Risk,Uri_ng_Palay_Freq,Bayan_Freq,Uri_ng_Lupa_Freq,Reduction_Percentage
Cab031,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-26,2020-10-09,NSIC Rc216,2.53,212.51999999999998,166.7386273883643,60,4694.43,16.05,75345.57,105,256.81,30.6,8.2,Wala,Wala,8670.815999999999,4680.0,2319.44328,1251.9,6,26,10,9,1,1,1,957,852,1511,0.21542147850383817
Cab032,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-26,2020-09-04,NSIC Rc216,2.76,231.83999999999997,231.83999999999997,60,4439.33,16.05,71251.28,101,352.09,29.2,7.4,Wala,Wala,13910.399999999998,4440.0,3721.0319999999997,1187.7,5,26,9,4,0,1,1,957,852,1500,0.0
Cab033,Cabanatuan,Burak,Tag-ulan,2020,2020-06-11,2020-09-23,NSIC Rc402,1.56,131.04,121.9898350154004,60,3082.52,16.05,49474.37,104,293.52,29.2,7.7,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6289.92,3060.0,1682.5536,818.5500000000001,6,11,9,23,1,1,1,994,852,1548,0.06906414060286623
Cab034,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-11,2020-10-05,PSB Rc82,0.83,69.72,68.35143625969353,60,4239.29,16.05,68040.62,116,264.66,29.7,9.0,Wala,Wala,3346.5600000000004,4260.0,895.2048000000001,1139.55,6,11,10,5,1,1,1,948,852,1511,0.019629428288962632
Cab035,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-15,2020-10-05,NSIC Rc402,0.56,47.040000000000006,45.96476002679057,60,5138.84,16.05,82478.44,112,382.47,30.1,8.3,Wala,Wala,2399.04,5160.0,641.7432,1380.3,6,15,10,5,1,1,1,994,852,1539,0.022857992627751574
Cab036,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-05-02,2020-08-17,NSIC Rc222,3.77,316.68,307.73026796803265,60,3285.71,16.05,52735.57,107,263.52,28.7,8.5,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15200.640000000001,3300.0,4066.1712000000007,882.75,5,2,8,17,0,1,1,952,852,1539,0.028261121737928965
Cab037,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-01,2020-09-22,NSIC Rc216,4.63,388.92,378.9921037068903,60,4174.28,16.05,66997.22,113,235.34,29.1,9.3,Wala,Wala,18668.16,4200.0,4993.732800000001,1123.5,6,1,9,22,1,1,1,957,852,1511,0.025526834035559314
Cab038,Cabanatuan,Burak,Tag-ulan,2020,2020-05-23,2020-09-13,NSIC Rc222,4.52,379.67999999999995,370.4789877361619,60,4534.37,16.05,72776.62,113,322.53,24.3,8.1,Wala,Wala,19363.679999999997,4560.0,5179.7844,1219.8,5,23,9,13,0,1,1,952,852,1548,0.024233597407917355
Cab039,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-09,2020-08-28,NSIC Rc216,1.33,111.72,105.75878803184544,60,4484.14,16.05,71970.52,111,241.91,27.4,9.1,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5362.56,4500.0,1434.4848000000002,1203.75,5,9,8,28,0,1,1,957,852,1500,0.05335850311631366
Cab040,Cabanatuan,Burak,Tag-ulan,2020,2020-05-19,2020-09-01,PSB Rc82,1.98,166.32,163.70000031828755,60,4003.29,16.05,64252.76,105,284.96,25.6,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7983.360000000001,4020.0,2135.5488000000005,1075.3500000000001,5,19,9,1,0,1,1,948,852,1548,0.015752763839059908
Cab041,Cabanatuan,Banlik,Tag-ulan,2020,2020-06-22,2020-10-01,NSIC Rc216,1.46,122.64,122.64,60,4177.04,16.05,67041.47,101,319.45,28.5,7.7,Wala,Wala,7358.4,4200.0,1968.372,1123.5,6,22,10,1,1,1,1,957,852,1501,0.0
Cab042,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-02,2020-09-15,PSB Rc82,4.29,360.36,346.55270021465594,60,3584.38,16.05,57529.26,105,290.29,26.5,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17297.28,3600.0,4627.022400000001,963.0,6,2,9,15,1,1,1,948,852,1500,0.03831529521962503
Cab043,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-12,2020-10-10,NSIC Rc216,3.01,252.83999999999997,228.34768369797428,60,3147.34,16.05,50514.81,120,352.44,31.3,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13539.581999999999,3120.0,3621.838185,834.6,6,12,10,10,1,1,1,957,852,1500,0.09686883523977895
Cab044,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-24,2020-10-03,NSIC Rc222,1.67,140.28,133.73661875261874,60,4647.36,16.05,74590.08,101,275.82,26.8,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6733.4400000000005,4620.0,1801.1952,1235.8500000000001,6,24,10,3,1,1,1,952,852,1500,0.04664514718692089
Cab045,Cabanatuan,Banlik,Tag-ulan,2020,2020-06-15,2020-09-25,PSB Rc82,2.87,241.08,241.08,60,5328.12,16.05,85516.33,102,324.56,27.3,7.9,Wala,Wala,14464.800000000001,5340.0,3869.3340000000003,1428.45,6,15,9,25,1,1,1,948,852,1501,0.0
Cab046,Cabanatuan,Burak,Tag-ulan,2020,2020-05-04,2020-08-15,NSIC Rc402,0.94,78.96,78.08976341789253,60,3845.95,16.05,61727.53,103,293.03,29.5,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3790.08,3840.0,1013.8464,1027.2,5,4,8,15,0,1,1,994,852,1548,0.011021233309365086
Cab047,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-07,2020-08-28,NSIC Rc222,1.6,134.4,129.73390150938135,60,4603.74,16.05,73890.04,113,204.53,30.6,8.9,Wala,Wala,5483.52,4620.0,1466.8416000000002,1235.8500000000001,5,7,8,28,0,1,1,952,852,1500,0.034717994721864986
Cab048,Cabanatuan,Banlik,Tag-ulan,2020,2020-05-12,2020-08-26,NSIC Rc402,0.77,64.68,64.68,60,3316.03,16.05,53222.24,106,303.63,27.2,8.0,Wala,Wala,3880.8,3300.0,1038.1140000000003,882.75,5,12,8,26,0,1,1,994,852,1501,0.0
Cab049,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-04,2020-09-17,NSIC Rc216,2.4,201.6,184.45047568042503,60,4265.48,16.05,68460.94,105,295.54,27.9,8.7,Wala,Wala,9676.8,4260.0,2588.5440000000003,1139.55,6,4,9,17,1,1,1,957,852,1539,0.08506708491852652
Cab050,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-14,2020-10-06,NSIC Rc222,3.26,273.84,252.18594074666802,60,4329.96,16.05,69495.93,114,213.44,31.0,8.8,Wala,Wala,11172.671999999999,4320.0,2988.68976,1155.6000000000001,6,14,10,6,1,1,1,952,852,1511,0.07907558885966975
Cab051,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-03,2020-09-15,PSB Rc82,4.86,408.24,408.24,60,4033.06,16.05,64730.54,104,302.07,28.9,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,24494.4,4020.0,6552.252,1075.3500000000001,6,3,9,15,1,1,1,948,852,1500,0.0
Cab052,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-25,2020-10-03,NSIC Rc402,0.66,55.440000000000005,55.440000000000005,60,4272.86,16.05,68579.35,100,347.58,26.0,7.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3326.4,4260.0,889.8120000000001,1139.55,6,25,10,3,1,1,1,994,852,1500,0.0
Cab053,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-08,2020-09-19,NSIC Rc216,1.13,94.91999999999999,94.91999999999999,60,4482.79,16.05,71948.81,103,323.67,27.5,7.8,Wala,Wala,5695.199999999999,4500.0,1523.466,1203.75,6,8,9,19,1,1,1,957,852,1539,0.0
Cab054,Cabanatuan,Burak,Tag-ulan,2020,2020-05-15,2020-09-03,NSIC Rc216,1.99,167.16,159.7644378439916,60,3637.45,16.05,58381.12,111,342.34,23.7,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,8525.16,3660.0,2280.4802999999997,979.0500000000001,5,15,9,3,0,1,1,957,852,1548,0.04424241538650628
Cab055,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-26,2020-10-19,PSB Rc82,2.6,218.4,198.41453285212376,60,4512.8,16.05,72430.47,115,295.05,26.8,9.6,Wala,Wala,10483.2,4500.0,2804.2560000000008,1203.75,6,26,10,19,1,1,1,948,852,1539,0.09150854921188753
Cab056,Cabanatuan,Banlik,Tag-ulan,2020,2020-05-07,2020-08-21,PSB Rc82,1.35,113.4,113.4,60,4425.55,16.05,71030.11,106,321.61,28.9,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,6804.0,4440.0,1820.0700000000002,1187.7,5,7,8,21,0,1,1,948,852,1501,0.0
Cab057,Cabanatuan,Burak,Tag-ulan,2020,2020-06-20,2020-10-09,NSIC Rc216,2.7,226.8,212.48252398107786,60,3996.48,16.05,64143.45,111,264.62,26.6,9.5,Wala,Wala,10886.400000000001,4020.0,2912.1120000000005,1075.3500000000001,6,20,10,9,1,1,1,957,852,1548,0.06312820114163203
Cab058,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-05-11,2020-08-19,NSIC Rc222,3.73,313.32,310.7863412075093,60,4860.13,16.05,78005.15,100,294.47,26.2,8.1,Wala,Wala,15039.36,4860.0,4023.0288,1300.05,5,11,8,19,0,1,1,952,852,1511,0.008086489188340129
Cab059,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-15,2020-09-11,PSB Rc82,0.51,42.84,42.84,60,4667.51,16.05,74913.58,119,342.1,27.3,8.2,Wala,Wala,2570.4,4680.0,687.5820000000001,1251.9,5,15,9,11,0,1,1,948,852,1500,0.0
Cab060,Cabanatuan,Burak,Tag-ulan,2020,2020-06-12,2020-10-06,NSIC Rc222,4.89,410.76,404.3832242750837,60,3950.25,16.05,63401.57,116,154.65,27.3,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,19716.48,3960.0,5274.1584,1059.3,6,12,10,6,1,1,1,952,852,1548,0.015524334708628532
Cab061,Cabanatuan,Banlik,Tag-ulan,2020,2020-06-08,2020-09-17,NSIC Rc402,2.1,176.4,170.1012853068704,60,4467.94,16.05,71710.42,101,248.07,24.7,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7197.12,4440.0,1925.2296000000001,1187.7,6,8,9,17,1,1,1,994,852,1501,0.03570699939415882
Cab062,Cabanatuan,Banlik,Tag-ulan,2020,2020-05-11,2020-09-02,NSIC Rc216,3.32,278.88,227.09951376808425,60,4509.42,16.05,72376.12,114,238.13,28.2,9.4,Wala,Wala,13386.240000000002,4500.0,3580.8192000000004,1203.75,5,11,9,2,0,1,1,957,852,1501,0.18567299997101175
Cab063,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-05,2020-08-30,NSIC Rc216,1.79,150.36,150.36,60,3926.29,16.05,63016.96,117,366.43,28.6,7.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,9021.6,3900.0,2413.2780000000002,1043.25,5,5,8,30,0,1,1,957,852,1500,0.0
Cab064,Cabanatuan,Burak,Tag-ulan,2020,2020-05-04,2020-08-21,NSIC Rc222,3.08,258.72,228.37521293875037,60,4651.77,16.05,74660.92,109,269.67,28.9,8.6,Wala,Wala,12418.560000000001,4680.0,3321.9648000000007,1251.9,5,4,8,21,0,1,1,952,852,1548,0.11728813799184312
Cab065,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-03,2020-09-23,NSIC Rc222,3.74,314.16,282.04089748349185,60,3507.19,16.05,56290.39,112,277.05,26.6,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15079.680000000002,3480.0,4033.8144000000007,930.9000000000001,6,3,9,23,1,1,1,952,852,1500,0.10223803958654246
Cab066,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-19,2020-09-27,NSIC Rc222,1.46,122.64,100.27369079112454,60,4584.0,16.05,73573.15,100,242.28,24.5,7.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5003.712,4560.0,1338.49296,1219.8,6,19,9,27,1,1,1,952,852,1500,0.1823736889177713
Cab067,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-08,2020-10-01,PSB Rc82,2.13,178.92,161.68087970992266,60,3990.01,16.05,64039.65,115,280.5,28.3,9.5,Wala,Wala,8588.16,4020.0,2297.3328,1075.3500000000001,6,8,10,1,1,1,1,948,852,1539,0.09635099647930537
Cab068,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-23,2020-09-15,NSIC Rc222,3.94,330.96,323.78239283905884,60,3167.97,16.05,50845.96,115,295.17,27.2,9.0,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,15886.079999999998,3180.0,4249.5264,850.6500000000001,5,23,9,15,0,1,1,952,852,1500,0.021687234593126548
Cab069,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-27,2020-10-13,PSB Rc82,3.08,258.72,254.90403305905653,60,3264.54,16.05,52395.87,108,252.71,29.2,8.6,Wala,Wala,12418.560000000001,3240.0,3321.9648000000007,866.7,6,27,10,13,1,1,1,948,852,1511,0.014749408398822944
Cab070,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-04,2020-09-24,NSIC Rc402,3.18,267.12,249.70654857646034,60,4181.91,16.05,67119.71,112,234.14,29.6,9.7,Wala,Wala,12821.760000000002,4200.0,3429.8208000000004,1123.5,6,4,9,24,1,1,1,994,852,1500,0.0651896204834519
Cab071,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-05-18,2020-09-02,NSIC Rc402,1.07,89.88000000000001,79.68143982266322,60,3837.05,16.05,61584.62,107,249.89,26.5,8.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,4314.240000000001,3840.0,1154.0592000000001,1027.2,5,18,9,2,0,1,1,994,852,1539,0.11346862680615022
Cab072,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-05-17,2020-08-31,PSB Rc82,2.34,196.56,190.43349828652177,60,3499.38,16.05,56165.03,106,226.66,27.0,8.7,Wala,Wala,9434.880000000001,3480.0,2523.8304000000003,930.9000000000001,5,17,8,31,0,1,1,948,852,1511,0.03116860863592923
Cab073,Cabanatuan,Banlik,Tag-ulan,2020,2020-05-06,2020-08-15,PSB Rc82,3.87,325.08,325.08,60,3789.59,16.05,60822.98,101,348.77,29.0,7.6,Wala,Wala,19504.8,3780.0,5217.534,1011.1500000000001,5,6,8,15,0,1,1,948,852,1501,0.0
Cab074,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-05-24,2020-09-14,NSIC Rc222,2.2,184.8,184.8,60,3682.06,16.05,59097.1,113,348.92,29.0,8.7,Wala,Wala,11088.0,3660.0,2966.0400000000004,979.0500000000001,5,24,9,14,0,1,1,952,852,1539,0.0
Cab075,Cabanatuan,Banlik,Tag-ulan,2020,2020-05-11,2020-09-05,NSIC Rc402,0.95,79.8,73.64437329549718,60,4104.06,16.05,65870.16,117,244.82,27.3,9.0,Wala,Wala,3830.4,4080.0,1024.632,1091.4,5,11,9,5,0,1,1,994,852,1501,0.07713817925442132
Cab076,Cabanatuan,Banlik,Tag-ulan,2020,2020-05-07,2020-08-31,NSIC Rc216,4.23,355.32000000000005,287.9762253253745,60,3343.56,16.05,53664.08,116,260.99,30.7,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14497.056,3360.0,3877.96248,898.8000000000001,5,7,8,31,0,1,1,957,852,1501,0.1895299298509105
Cab077,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-05-28,2020-09-22,NSIC Rc402,4.25,357.0,299.2627236855262,60,3301.33,16.05,52986.4,117,240.16,29.8,8.6,Wala,Wala,17136.0,3300.0,4583.880000000001,882.75,5,28,9,22,0,1,1,994,852,1511,0.16172906530664916
Cab078,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-13,2020-09-22,NSIC Rc402,1.6,134.4,125.50266436410058,60,3995.24,16.05,64123.59,101,344.65,31.7,7.1,Wala,Wala,6854.4,4020.0,1833.552,1075.3500000000001,6,13,9,22,1,1,1,994,852,1511,0.06620041395758498
Cab079,Cabanatuan,Burak,Tag-ulan,2020,2020-05-12,2020-09-07,NSIC Rc402,3.72,312.48,303.91746564713026,60,3820.65,16.05,61321.49,118,279.52,29.4,9.0,Wala,Wala,14999.040000000003,3840.0,4012.243200000001,1027.2,5,12,9,7,0,1,1,994,852,1548,0.027401863648456606
Cab080,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-04,2020-09-28,NSIC Rc222,4.42,371.28,348.7322343043097,60,3725.33,16.05,59791.54,116,414.08,26.8,7.0,Matinding Ulan; Mababang Ani,Pagpapalakas ng drainage system; Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,20049.12,3720.0,5363.1396,995.1,6,4,9,28,1,1,1,952,852,1511,0.06072981495283962
Cab081,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-05-10,2020-09-03,NSIC Rc402,2.93,246.12,192.44720136061076,60,3683.96,16.05,59127.53,116,223.25,24.2,8.1,Wala,Wala,10041.696,3660.0,2686.1536800000003,979.0500000000001,5,10,9,3,0,1,1,994,852,1500,0.21807572988537807
Cab082,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-16,2020-09-30,NSIC Rc402,1.8,151.20000000000002,135.86235123566445,60,4462.66,16.05,71625.72,106,335.64,24.2,7.5,Wala,Wala,7711.200000000001,4440.0,2062.746,1187.7,6,16,9,30,1,1,1,994,852,1511,0.10143947595460039
Cab083,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-05-14,2020-09-06,PSB Rc82,3.28,275.52,253.43776473648438,60,4248.41,16.05,68186.94,115,281.38,28.9,9.6,Wala,Wala,13224.96,4260.0,3537.6768,1139.55,5,14,9,6,0,1,1,948,852,1511,0.08014748571252762
Cab084,Cabanatuan,Burak,Tag-ulan,2020,2020-06-19,2020-10-08,PSB Rc82,1.07,89.88000000000001,89.88000000000001,60,3532.47,16.05,56696.16,111,309.26,28.9,8.2,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,5392.8,3540.0,1442.5740000000003,946.95,6,19,10,8,1,1,1,948,852,1548,0.0
Cab085,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-19,2020-09-27,NSIC Rc402,4.14,347.76,334.788134855262,60,4362.91,16.05,70024.75,100,311.11,30.6,6.6,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17735.760000000002,4380.0,4744.3158,1171.65,6,19,9,27,1,1,1,994,852,1539,0.03730119951903035
Cab086,Cabanatuan,Buhanging Lupa,Tag-ulan,2020,2020-06-14,2020-09-28,NSIC Rc216,4.31,362.03999999999996,341.4522200763046,60,3536.57,16.05,56761.94,106,252.38,26.6,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,17377.920000000002,3540.0,4648.5936,946.95,6,14,9,28,1,1,1,957,852,1539,0.05686603669123665
Cab087,Cabanatuan,Malagkit na Lupa,Tag-ulan,2020,2020-06-15,2020-09-25,NSIC Rc216,0.95,79.8,72.5033930647497,60,4211.51,16.05,67594.67,102,261.37,29.7,7.9,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,3830.4,4200.0,1024.632,1123.5,6,15,9,25,1,1,1,957,852,1511,0.09143617713346237
Cab088,Cabanatuan,Mabuhanging Burak,Tag-ulan,2020,2020-06-09,2020-09-27,NSIC Rc222,1.11,93.24000000000001,93.24000000000001,60,3581.04,16.05,57475.71,110,345.02,28.9,8.6,Wala,Wala,5594.400000000001,3600.0,1496.5020000000002,963.0,6,9,9,27,1,1,1,952,852,1500,0.0
Sci000,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2020,2020-05-04,2020-08-27,NSIC Rc222,3.27,274.68,274.68,60,4647.9,16.05,74598.86,115,359.17,25.6,8.9,Wala,Wala,16480.8,4620.0,4408.6140000000005,1235.8500000000001,5,4,8,27,0,1,1,952,705,1511,0.0
Sci001,Science City of Muñoz,Burak,Tag-ulan,2020,2020-05-14,2020-08-23,NSIC Rc216,3.85,323.40000000000003,302.16059131059,60,4098.82,16.05,65785.99,101,383.36,31.0,6.8,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,16493.4,4080.0,4411.9845000000005,1091.4,5,14,8,23,0,1,1,957,705,1548,0.06567535154424876
Sci002,Science City of Muñoz,Banlik,Tag-ulan,2020,2020-05-13,2020-09-09,NSIC Rc222,2.25,189.0,170.48681932484197,60,4474.44,16.05,71814.82,119,336.78,31.6,7.3,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,9639.0,4500.0,2578.4325000000003,1203.75,5,13,9,9,0,1,1,952,705,1501,0.09795333690559806
Sci003,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2020,2020-06-02,2020-09-21,NSIC Rc216,4.88,409.92,368.51588399322026,60,3634.77,16.05,58337.98,111,217.17,27.0,9.3,Wala,Wala,19676.160000000003,3660.0,5263.372800000001,979.0500000000001,6,2,9,21,1,1,1,957,705,1500,0.10100535715939638
Sci004,Science City of Muñoz,Banlik,Tag-ulan,2020,2020-06-12,2020-09-28,NSIC Rc402,3.42,287.28,281.6126313204025,60,4842.61,16.05,77723.91,108,263.23,29.4,9.0,Wala,Wala,13789.439999999999,4860.0,3688.6751999999997,1300.05,6,12,9,28,1,1,1,994,705,1501,0.0197276826775183
Sci005,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2020,2020-06-15,2020-10-13,NSIC Rc216,2.55,214.2,211.36517573237336,60,4572.84,16.05,73394.1,120,247.49,29.5,9.4,Wala,Wala,10795.680000000002,4560.0,2887.8444000000004,1219.8,6,15,10,13,1,1,1,957,705,1500,0.013234473705073007
Sci006,Science City of Muñoz,Banlik,Tag-ulan,2020,2020-05-24,2020-09-11,NSIC Rc222,2.68,225.12,225.12,60,3217.47,16.05,51640.47,110,368.53,29.4,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,13507.2,3240.0,3613.1760000000004,866.7,5,24,9,11,0,1,1,952,705,1501,0.0
Sci007,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2020,2020-05-09,2020-08-31,NSIC Rc222,1.43,120.11999999999999,120.11999999999999,60,3838.08,16.05,61601.24,114,314.19,26.0,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,7207.2,3840.0,1927.926,1027.2,5,9,8,31,0,1,1,952,705,1511,0.0
Sci008,Science City of Muñoz,Burak,Tag-ulan,2020,2020-06-21,2020-10-17,NSIC Rc216,4.96,416.64,399.397111292595,60,3500.98,16.05,56190.77,118,257.66,30.5,8.1,Wala,Wala,16998.912,3480.0,4547.20896,930.9000000000001,6,21,10,17,1,1,1,957,705,1548,0.041385581574992704
Sci009,Science City of Muñoz,Banlik,Tag-ulan,2020,2020-06-04,2020-09-29,NSIC Rc216,2.27,190.68,190.68,60,3658.94,16.05,58725.97,117,338.97,27.9,8.1,Wala,Wala,11440.800000000001,3660.0,3060.414,979.0500000000001,6,4,9,29,1,1,1,957,705,1501,0.0
Sci010,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2020,2020-05-26,2020-09-11,NSIC Rc402,3.92,329.28,273.3890409183798,60,4606.83,16.05,73939.57,108,279.1,23.9,8.2,Wala,Wala,13434.624,4620.0,3593.76192,1235.8500000000001,5,26,9,11,0,1,1,994,705,1511,0.16973687767741796
Sci011,Science City of Muñoz,Banlik,Tag-ulan,2020,2020-06-13,2020-10-01,NSIC Rc222,4.25,357.0,331.99171021799106,60,4220.0,16.05,67731.07,110,246.46,31.8,8.4,Mababang Ani,Pagsusuri ng lupa at pagpapatupad ng mga bagong teknik,14565.6,4200.0,3896.2980000000007,1123.5,6,13,10,1,1,1,1,952,705,1501,0.07005123188237806
Sci012,Science City of Muñoz,Malagkit na Lupa,Tag-ulan,2020,2020-05-23,2020-09-06,PSB Rc82,2.21,185.64,180.38256655956278,60,4248.61,16.05,68190.19,106,235.98,28.4,8.9,Wala,Wala,8910.72,4260.0,2383.6176,1139.55,5,23,9,6,0,1,1,948,705,1511,0.028320585221057938
Sci013,Science City of Muñoz,Burak,Tag-ulan,2020,2020-06-13,2020-09-28,NSIC Rc222,0.68,57.120000000000005,57.120000000000005,60,3794.58,16.05,60903.02,107,350.37,25.5,8.1,Wala,Wala,3427.2000000000003,3780.0,916.7760000000001,1011.1500000000001,6,13,9,28,1,1,1,952,705,1548,0.0
Sci014,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2020,2020-06-08,2020-09-28,NSIC Rc216,2.64,221.76000000000002,221.76000000000002,60,4522.37,16.05,72584.1,112,309.24,29.9,9.0,Wala,Wala,13305.6,4500.0,3559.2480000000005,1203.75,6,8,9,28,1,1,1,957,705,1500,0.0
Sci015,Science City of Muñoz,Mabuhanging Burak,Tag-ulan,2020,2020-06-21,2020-09-30,NSIC Rc216,4.64,389.76,309.48495318287706,60,3692.82,16.05,59269.71,101,300.62,33.7,6.9,Wala,Wala,19877.76,3720.0,5317.3008,995.1,6,21,9,30,1,1,1,957,705,1500,0.20596019811453947
Sci016,Science City of Muñoz,Burak,Tag-ulan,2020,2020-05-16,2020-08-31,PSB Rc82,1.56,131.04,103.74684060638768,60,4489.9,16.05,72062.84,107,216.57,30.1,8.5,Wala,Wala,5346.432,4500.0,1430.17056,1203.75,5,16,8,31,0,1,1,948,705,1548,0.20828113090363484
Sci017,Science City of Muñoz,Banlik,Tag-ulan,2020,2020-06-10,2020-09-26,NSIC Rc216,3.37,283.08,273.0582673596616,60,3595.16,16.05,57702.36,108,291.36,29.5,8.7,Wala,Wala,13587.84,3600.0,3634.7472000000002,963.0,6,10,9,26,1,1,1,957,705,1501,0.03540247506124899
Sci018,Science City of Muñoz,Burak,Tag-ulan,2020,2020-05-12,2020-08-30,NSIC Rc216,2.54,213.36,213.36,60,3642.18,16.05,58457.05,110,322.07,26.5,8.8,Wala,Wala,12801.6,3660.0,3424.4280000000003,979.0500000000001,5,12,8,30,0,1,1,957,705,1548,0.0
